TARGET,ID,age,prod_A,type_A,type_B,prod_B,turnover_A,turnover_B,lor_M
N,4839,23,1,3,3,1,358.0788887,232.6556067,51
N,4840,33,1,3,3,1,312.0383986,207.0495249,27
N,4841,23,0,0,0,0,324.693334,215.564462,3
N,4842,38,1,3,3,1,383.703532,246.2856608,15
N,4843,23,1,3,3,1,399.7277349,202.293066,15
N,4844,23,1,3,3,1,399.0509709,273.7852141,27
N,4849,38,0,0,0,0,338.5438165,202.2566606,3
N,4850,28,1,3,3,1,326.7366522,214.2040286,15
N,4860,23,0,0,0,0,348.1436392,221.8568073,3
N,4862,23,1,3,3,1,313.570432,208.4492366,15
N,4863,37,1,3,3,1,398.5636208,235.1366117,15
N,4864,57,0,0,3,1,337.7597983,5415.498116,27
N,4865,45,0,0,0,0,394.7167063,219.5754144,3
N,4871,42,0,0,0,0,375.4480276,225.8499692,3
N,4876,24,1,3,3,1,311.3106807,244.0869144,15
N,4877,23,0,0,0,0,392.4395179,209.7575541,3
N,4879,25,0,0,0,0,395.516139,213.8242921,3
N,4882,23,1,3,3,1,356.423822,221.454727,15
N,4883,23,0,0,0,0,326.6526872,239.7798877,3
N,4884,36,1,3,3,1,347.9687217,219.3938131,39
N,4885,24,1,3,3,1,308.6639893,200.1204118,15
N,4890,26,0,0,0,0,341.9827054,242.5778465,3
N,4892,45,0,0,0,0,323.3778811,246.5565336,3
N,4893,67,0,0,3,1,382.9907384,3093.541525,15
N,4894,35,1,3,3,1,402.2077521,251.9952346,39
N,4895,23,0,0,0,0,313.9805536,240.2891399,3
N,4897,40,1,3,3,1,515.6299934,405.3337535,39
N,4901,23,0,0,0,0,359.871356,232.3203214,3
N,4905,60,1,3,6,1,361.961519,381.7161786,39
N,4906,23,0,0,0,0,384.6520078,217.4379811,3
N,4907,28,0,0,0,0,315.7987999,206.4230664,3
N,4912,47,1,3,3,1,385.9160449,201.4295151,27
N,4913,23,1,3,3,1,342.275561,205.3743898,15
N,4916,23,1,3,3,1,369.1986475,223.2246362,15
N,4917,45,1,3,6,1,306.8846524,2614.793916,27
N,4918,23,1,3,3,1,312.3143386,225.0277318,15
N,4920,44,1,3,3,1,377.7129589,261.2473795,15
N,4921,23,1,3,3,1,320.6099003,238.4960825,15
N,4923,23,1,3,3,1,369.8505347,219.7690021,15
N,4924,25,1,3,3,1,323.7112207,219.1699837,15
N,4925,41,1,3,3,1,423.4754981,269.6648422,39
N,4926,37,0,0,3,1,307.447194,208.5633113,39
N,4928,26,1,3,3,1,312.1075572,226.6253151,15
N,4929,48,0,0,0,0,351.5961537,223.6697356,3
N,4930,27,1,3,3,1,403.2380826,216.1389018,15
N,4931,51,0,0,3,1,388.9325086,236.456726,39
N,4933,33,1,3,3,1,307.5721676,229.3218623,15
N,4935,29,0,0,0,0,300.7208662,220.8717846,3
N,4939,23,1,3,3,1,308.7278253,238.4118818,15
N,4940,23,0,0,0,0,377.5890598,245.6982141,3
N,4943,50,1,3,3,1,384.9786521,275.9811736,15
N,4944,34,1,3,3,1,531.754475,396.7376315,27
N,4947,28,1,3,3,1,367.1619784,211.6544265,27
N,4948,34,1,3,3,1,322.3906931,210.1891473,15
N,4950,24,1,3,3,1,303.50154,236.6914215,15
N,4952,41,1,3,3,1,394.3992671,248.8667029,27
N,4954,76,1,3,6,1,328.4522815,2363.749059,27
N,4955,23,0,0,0,0,374.1632066,228.2990757,3
N,4957,36,1,3,3,1,425.428967,272.2268953,39
N,4960,30,1,3,3,1,353.9826035,202.8136849,15
N,4962,44,0,0,0,0,342.7548061,202.0241197,3
N,4963,48,1,3,3,1,317.9179582,202.4887935,15
N,4966,24,1,3,3,1,305.9557528,241.7295476,15
N,4969,42,0,0,0,0,324.0448129,222.4828265,3
N,4970,24,0,0,0,0,363.5625987,240.038683,3
N,4971,31,1,3,3,1,305.3213886,200.5315949,15
N,4972,23,0,0,0,0,317.7623949,223.5729171,3
N,4974,30,1,3,3,1,400.0006826,237.4364145,15
N,4975,40,1,3,3,1,606.168606,515.7517093,27
N,4977,23,1,3,3,1,344.7176379,229.7670181,15
N,4978,23,0,0,0,0,387.1175281,223.827532,3
N,4982,23,0,0,0,0,322.5270391,238.9657596,3
N,4987,27,1,3,3,1,379.4314352,245.3219407,15
N,4991,38,0,0,3,1,301.5349505,296.7452937,39
N,4994,24,1,3,3,1,392.1208627,245.4185679,15
N,4995,24,0,0,0,0,333.3793633,207.3052347,3
N,4998,25,1,3,3,1,363.8998572,212.5039043,15
N,4999,45,1,3,3,1,348.083984,249.3231898,39
N,5000,33,1,3,3,1,327.0301421,267.2165794,27
N,5003,25,1,3,3,1,308.0710469,244.9488051,15
N,5004,44,1,3,3,1,356.2350938,201.0243431,15
N,5008,26,0,0,0,0,399.1436541,206.4527786,3
N,5010,27,1,3,3,1,328.0321718,235.1021066,15
N,5012,23,1,3,3,1,380.8953292,220.8482583,15
N,5013,25,1,3,3,1,395.3285977,219.3792099,15
N,5014,23,1,3,3,1,306.2610167,202.7247456,15
N,5015,53,1,3,6,1,391.7536759,3220.242021,39
N,5016,23,1,3,3,1,388.0597535,226.0164089,15
N,5017,48,1,3,3,1,400.4460874,229.1537337,27
N,5018,32,1,3,3,1,385.2251573,237.0458309,15
N,5019,23,1,3,3,1,376.908455,203.1939089,15
N,5022,33,0,0,0,0,372.2347919,205.8029833,3
N,5025,34,0,0,0,0,325.1267823,225.7930806,3
N,5026,24,0,0,0,0,365.5091617,230.6320818,3
N,5027,24,1,3,3,1,317.5398056,228.0074221,39
N,5029,23,0,0,0,0,355.7624497,213.6044715,3
N,5030,23,1,3,3,1,396.4514266,211.7356975,15
N,5032,48,1,3,3,1,417.789492,256.002615,27
N,5038,23,0,0,0,0,398.3007737,201.7052022,3
N,5040,23,0,0,0,0,315.0891092,223.3723045,3
N,5041,23,1,3,3,1,350.1070488,212.7047727,15
N,5046,23,1,3,3,1,340.8054107,262.002129,15
N,5047,32,0,0,0,0,352.0153172,243.6814211,3
N,5048,41,1,3,3,1,343.4170039,237.6715989,15
N,5052,46,1,3,3,1,484.2667092,316.0099369,27
N,5057,34,1,3,3,1,432.6238319,325.2606646,39
N,5058,72,0,0,0,0,355.5422616,227.744563,3
N,5062,34,1,3,6,1,355.8598339,408.2256157,27
N,5064,25,0,0,0,0,394.5901208,246.7506495,3
N,5066,24,1,3,3,1,372.6731747,245.5350066,15
N,5067,23,1,3,3,1,317.2132472,212.0337361,15
N,5068,57,0,0,0,0,370.1616534,209.2851864,3
N,5070,39,1,3,3,1,317.0594315,241.0682926,39
N,5072,23,0,0,0,0,392.5868732,243.4858324,3
N,5075,23,0,0,0,0,393.997449,200.3708916,3
N,5076,33,0,0,0,0,372.4849549,224.2821531,3
N,5077,35,1,3,3,1,343.8753964,246.3434874,27
N,5078,23,1,3,3,1,465.4499457,306.8828277,15
N,5079,44,1,3,3,1,332.3802315,228.9341726,15
N,5083,36,0,0,0,0,386.37759,231.6236448,3
N,5086,33,1,3,6,1,367.3334753,475.6631873,27
N,5087,54,1,3,3,1,327.9674645,205.5652314,27
N,5088,27,0,0,0,0,364.1415005,201.3803044,3
N,5089,43,0,0,3,1,377.3764325,220.8549349,39
N,5093,43,0,0,3,1,316.1880629,330.9312458,39
N,5094,102,0,0,3,1,367.4910786,3210.235891,15
N,5095,56,1,3,3,1,399.4866659,235.9725198,15
N,5097,25,1,3,3,1,354.7732924,230.7194848,15
N,5098,24,1,3,3,1,340.7358995,209.8793328,15
N,5100,35,1,3,3,1,319.0186079,241.8987971,27
N,5101,23,0,0,0,0,388.4590667,218.5633016,3
N,5107,26,1,3,3,1,372.8078966,223.7943968,27
N,5109,26,1,3,3,1,382.3220132,249.1230021,15
N,5110,27,1,3,3,1,352.5706896,200.5253196,15
N,5111,27,1,3,3,1,349.1251364,215.1418077,27
N,5113,45,1,3,6,1,336.7356281,3808.819548,27
N,5114,81,1,3,3,1,327.5791481,221.9034025,15
N,5115,24,1,3,3,1,383.0864971,237.2178419,15
N,5117,45,0,0,0,0,373.0046254,212.2143521,3
N,5121,23,1,3,3,1,383.9780579,205.5790796,15
N,5122,23,0,0,0,0,368.2363183,246.5597092,3
N,5123,36,1,3,3,1,405.9520107,266.0320837,27
N,5124,64,1,3,6,1,349.7078767,986.6463768,39
N,5126,26,1,3,3,1,300.6913318,249.2185634,15
N,5127,46,1,3,3,1,369.9912522,235.94442,15
N,5129,50,0,0,0,0,318.4774942,228.4835729,3
N,5130,58,0,0,0,0,343.2045207,239.690374,3
N,5131,23,1,3,3,1,383.7681239,225.2289942,15
N,5133,27,1,3,3,1,368.3470323,240.712469,15
N,5136,29,1,3,3,1,322.833421,208.018297,15
N,5140,39,1,3,3,1,384.7408924,249.0161819,27
N,5141,47,1,3,3,1,371.8561226,230.2660872,15
N,5143,42,1,3,3,1,392.3068897,238.0737783,15
N,5154,79,1,3,3,1,357.2866726,212.212081,15
N,5155,45,1,3,3,1,367.4985051,207.029045,15
N,5157,54,1,3,3,1,386.743998,207.3431519,15
N,5158,25,1,3,3,1,398.3936911,224.5794485,15
N,5160,37,1,3,3,1,326.9744842,217.3215896,27
N,5163,45,0,0,0,0,366.710581,228.5171324,3
N,5167,23,1,3,3,1,348.5953028,245.6527907,15
N,5168,23,1,3,3,1,343.8920295,224.1963298,15
N,5169,23,1,3,3,1,363.5224031,235.792071,15
N,5171,28,1,3,3,1,338.4399305,219.1033148,15
N,5176,23,0,0,0,0,389.8429662,206.5316283,3
N,5179,23,0,0,0,0,315.1398948,237.9830537,3
N,5180,23,1,3,3,1,342.9904627,233.2474856,15
N,5181,28,1,3,3,1,336.8868077,213.7199911,15
N,5182,23,0,0,0,0,361.424717,217.8545644,3
N,5183,23,0,0,0,0,383.1083168,211.205544,3
N,5186,23,0,0,0,0,308.9660568,205.011659,3
N,5187,27,0,0,0,0,335.2995368,232.1478611,3
N,5190,37,0,0,0,0,373.6649518,234.9574881,15
N,5193,23,1,3,3,1,306.3357083,237.830278,15
N,5196,26,1,3,3,1,358.2224667,228.6422034,15
N,5197,26,1,3,3,1,369.6053846,226.8919272,15
N,5202,23,1,3,3,1,374.7688494,216.5834971,15
N,5203,33,1,3,3,1,331.087308,224.7626822,15
N,5204,26,0,0,0,0,334.0657058,203.773574,3
N,5207,24,1,3,3,1,317.2881913,223.1822039,15
N,5209,39,0,0,0,0,395.4040107,213.4615226,15
N,5211,29,1,3,3,1,348.5456158,224.9792902,15
N,5215,23,1,3,3,1,344.4698694,238.7704104,15
N,5216,46,0,0,3,1,301.4955119,244.0921743,39
N,5218,26,1,3,3,1,355.720943,241.3782544,15
N,5221,23,1,3,3,1,329.6385022,222.0585883,15
N,5223,23,1,3,3,1,345.8218455,248.3928475,15
N,5224,29,1,3,3,1,315.4202778,237.179825,27
N,5228,25,1,3,3,1,384.0308657,251.9589754,15
N,5229,58,0,0,6,1,377.7796238,1715.526476,39
N,5233,46,0,0,3,1,322.1110232,827.0117349,15
N,5234,23,1,3,3,1,302.0060647,236.5606088,15
N,5239,26,1,3,3,1,358.0131494,245.9180758,15
N,5240,52,1,3,3,1,301.3666421,239.5412614,15
N,5241,32,0,0,0,0,371.7208788,225.6538944,3
N,5242,23,1,3,3,1,344.9972659,248.2902781,15
N,5243,33,1,3,3,1,315.897979,217.3168784,27
N,5244,49,0,0,0,0,393.5383568,206.1622709,3
N,5247,23,0,0,0,0,359.0067574,222.8318015,3
N,5249,29,1,3,3,1,329.8562801,229.1330515,15
N,5251,79,1,3,6,1,328.8322259,1660.230734,27
N,5255,25,0,0,0,0,323.3001041,216.2420518,3
N,5256,23,1,3,3,1,392.3770688,200.5562179,15
N,5258,30,1,3,3,1,357.5103938,229.9622162,15
N,5259,26,1,3,3,1,375.986317,228.2069816,15
N,5260,29,1,3,3,1,314.7869324,212.6473432,15
N,5262,31,1,3,3,1,307.1072673,242.6332899,27
N,5263,35,1,3,3,1,392.6052412,295.5353899,15
N,5265,28,1,3,3,1,400.0333677,231.2862423,27
N,5266,25,0,0,0,0,391.5252425,248.2560167,3
N,5268,30,1,3,3,1,358.6484514,220.3145378,15
N,5270,26,1,3,3,1,354.4724081,247.7951777,15
N,5271,31,0,0,0,0,328.7288082,229.1897996,3
N,5274,47,1,3,3,1,455.8627746,339.5338485,27
N,5276,26,0,0,0,0,336.1075458,222.313709,3
N,5277,24,1,3,3,1,310.4425359,245.848407,15
N,5282,26,1,3,3,1,310.1961304,247.3567603,15
N,5284,23,0,0,0,0,348.752899,225.2624952,3
N,5285,23,0,0,0,0,365.0324556,207.9614977,3
N,5288,54,0,0,3,1,355.3924378,1047.970793,15
N,5289,23,1,3,3,1,305.0956309,234.165506,15
N,5290,66,0,0,3,1,325.9192943,3212.134301,15
N,5293,44,1,3,6,1,344.7226187,4191.939524,27
N,5295,27,1,3,3,1,346.8606377,211.4234497,15
N,5296,45,0,0,0,0,367.5508545,210.4012437,3
N,5297,27,1,3,3,1,334.3094355,235.4781729,15
N,5298,23,1,3,3,1,353.4726642,201.428593,15
N,5299,62,0,0,0,0,328.8144098,201.5190525,3
N,5301,23,1,3,3,1,381.0943556,219.8993108,27
N,5302,33,0,0,3,1,312.0269821,257.5285865,27
N,5305,37,0,0,3,1,352.0157189,255.2438551,15
N,5308,23,1,3,3,1,348.8039751,203.0815062,27
N,5309,24,0,0,0,0,398.9526653,245.2633635,3
N,5312,29,1,3,3,1,394.8443126,221.6126852,15
N,5314,23,1,3,3,1,320.3757519,212.6431677,27
N,5316,36,1,3,3,1,315.6716751,252.5058365,39
N,5318,40,1,3,6,1,394.1112034,3235.190237,27
N,5320,23,1,3,3,1,343.8978185,245.0683957,27
N,5322,50,1,3,6,1,305.4713176,3249.647964,27
N,5323,60,1,3,6,1,331.1033452,2995.672608,39
N,5324,23,1,3,3,1,314.9669457,237.6018971,15
N,5325,49,1,3,3,1,385.8083406,223.2103791,15
N,5326,58,1,3,3,1,331.2698326,219.8293133,27
N,5327,29,1,3,3,1,388.8019752,223.8158651,15
N,5328,25,1,3,3,1,307.7375817,248.7766478,27
N,5330,29,0,0,0,0,388.9597909,228.7710766,3
N,5333,26,1,3,3,1,393.1487527,206.5418358,15
N,5334,23,1,3,3,1,342.3755229,217.7972632,15
N,5338,25,1,3,3,1,384.974956,237.0112663,15
N,5339,30,1,3,3,1,302.1586274,217.6375312,39
N,5342,28,1,3,3,1,392.3854054,249.7838883,15
N,5346,23,1,3,3,1,336.7681487,205.5177065,15
N,5348,46,0,0,0,0,327.128826,238.370834,3
N,5351,27,1,3,3,1,331.0497284,245.5052436,15
N,5360,41,0,0,0,0,353.4106644,203.7400765,3
N,5361,27,0,0,0,0,345.6369247,221.3766853,3
N,5362,43,1,3,3,1,416.8324845,263.1003628,15
N,5364,23,0,0,0,0,393.3475327,211.6051414,3
N,5365,37,0,0,3,1,385.5548178,1578.867152,15
N,5368,23,1,3,3,1,354.1904039,214.2708408,15
N,5369,23,1,3,3,1,371.2606927,219.7507871,15
N,5370,37,1,3,6,1,317.0799946,236.1656491,39
N,5371,51,0,0,0,0,356.2829728,215.2636211,3
N,5372,27,0,0,0,0,363.0212833,231.9395383,3
N,5375,35,1,3,3,1,319.0306909,249.6437126,27
N,5376,47,0,0,0,0,325.2744561,237.0465055,3
N,5380,28,0,0,3,1,362.1600201,219.8172104,39
N,5382,23,1,3,3,1,351.5819688,208.7983915,15
N,5383,36,1,3,3,1,343.4036584,239.1943854,27
N,5384,36,0,0,0,0,374.1411604,207.4112088,3
N,5385,25,1,3,3,1,325.6686958,223.429348,15
N,5387,24,1,3,3,1,302.7107379,215.5191497,15
N,5388,34,1,3,3,1,394.8505212,205.054961,15
N,5390,23,0,0,0,0,394.1653636,213.1958559,3
N,5391,23,0,0,0,0,324.1525539,212.7439383,3
N,5392,45,0,0,0,0,392.1185584,219.9826952,3
N,5393,22,1,3,3,1,359.7449423,232.5951888,15
N,5399,26,1,3,3,1,338.9910291,212.2118465,15
N,5400,39,0,0,0,0,369.7085282,211.6499143,3
N,5401,79,1,3,6,1,376.9889973,2932.276882,27
N,5403,23,1,3,3,1,385.3706242,234.2219471,15
N,5405,40,1,3,3,1,419.7885412,239.3765122,27
N,5406,35,1,3,3,1,370.1321007,224.544415,27
N,5407,23,1,3,3,1,395.6480296,242.9553355,15
N,5408,39,0,0,0,0,397.5764479,249.7437509,3
N,5413,23,1,3,3,1,381.5803817,201.7743622,15
N,5415,27,1,3,3,1,369.3318533,208.8992383,27
N,5416,61,1,3,3,1,360.9637196,201.117671,15
N,5417,31,0,0,0,0,331.2604883,217.4684653,3
N,5418,23,0,0,0,0,338.3381701,240.4931666,3
N,5420,23,1,3,3,1,359.512467,218.9281214,27
N,5421,22,1,3,3,1,366.8995944,229.8351867,15
N,5422,23,1,3,3,1,375.7293482,239.5614149,15
N,5423,23,0,0,0,0,305.8296585,208.8896603,3
N,5425,23,1,3,3,1,301.454368,243.6430747,15
N,5426,23,1,3,3,1,316.1765201,225.9543683,15
N,5427,23,1,6,6,1,346.2533404,241.7830046,15
N,5428,23,1,3,3,1,360.0174236,237.2744741,15
N,5433,41,0,0,0,0,351.6561601,206.111585,3
N,5435,25,1,3,3,1,346.0911249,235.0614263,15
N,5437,23,0,0,0,0,340.5707538,247.6599539,3
N,5439,24,1,3,3,1,375.8599401,233.8067237,15
N,5440,25,0,0,0,0,352.0484071,211.2051323,3
N,5441,23,1,3,3,1,361.062187,232.3145696,15
N,5442,23,0,0,0,0,302.3196157,247.3492028,3
N,5450,35,0,0,0,0,309.8017259,218.8618303,3
N,5451,26,1,3,3,1,363.5717425,228.1611393,15
N,5452,40,0,0,0,0,325.9563203,241.8692011,15
N,5453,38,1,3,3,1,350.1634534,217.6268972,27
N,5455,24,1,3,3,1,329.5641062,231.539828,15
N,5456,23,1,3,3,1,331.1508227,246.7718094,15
N,5458,23,0,0,0,0,325.3405889,237.4082222,3
N,5460,23,1,3,3,1,300.2388875,241.6917208,15
N,5463,24,1,3,3,1,329.3970513,214.1351218,15
N,5464,51,1,3,9,1,335.3958277,1746.084485,39
N,5466,23,1,3,3,1,313.0395356,228.7340741,15
N,5467,58,1,3,6,1,514.1683786,4560.41956,63
N,5468,23,0,0,0,0,336.3105745,236.5060405,3
N,5469,23,1,3,3,1,347.1934902,242.641183,15
N,5473,24,1,3,3,1,307.9609381,228.2786665,27
N,5475,34,0,0,0,0,327.1362504,231.5049148,3
N,5476,63,0,0,0,0,398.7368809,235.4832529,3
N,5477,24,1,3,3,1,362.6439288,222.787373,15
N,5481,24,1,3,3,1,322.4850433,207.7702644,27
N,5483,35,1,3,3,1,318.1582199,227.0564168,15
N,5486,29,1,3,3,1,399.8722052,237.003082,15
N,5490,26,0,0,0,0,375.7811796,206.3526426,3
N,5491,25,1,3,3,1,350.2038944,218.685238,39
N,5493,25,1,3,3,1,379.5822037,236.5782385,15
N,5495,43,1,3,3,1,484.8163188,369.9497752,15
N,5498,23,1,3,3,1,383.1153478,204.1653774,15
N,5500,25,0,0,0,0,300.4032984,247.8325521,3
N,5502,23,1,3,3,1,379.0810224,227.7444826,27
N,5506,36,1,3,3,1,308.6126941,240.8757997,27
N,5512,25,1,3,3,1,336.267143,228.2179037,15
N,5516,46,0,0,3,1,322.2682373,827.6535901,15
N,5518,34,1,3,3,1,351.0544686,246.4666568,27
N,5519,34,1,3,3,1,347.5551078,219.2437779,15
N,5521,29,0,0,0,0,389.3447615,201.8180657,3
N,5522,33,1,3,3,1,322.4006683,250.3964098,15
N,5523,25,0,0,0,0,372.9381002,243.759839,3
N,5525,23,0,0,0,0,327.0932437,249.2859751,3
N,5528,52,1,3,3,1,371.0660408,244.435443,15
N,5530,24,1,3,3,1,307.1958119,206.1824306,15
N,5531,23,1,3,3,1,389.9883113,219.6692666,15
N,5533,26,0,0,0,0,325.0250167,226.4416153,3
N,5536,71,0,0,3,1,326.5380147,227.3857823,27
N,5539,25,1,3,3,1,317.2835816,225.3546395,15
N,5542,23,1,3,3,1,351.9077521,204.9693806,15
N,5545,23,0,0,0,0,319.4665658,236.3350475,3
N,5546,24,1,3,3,1,390.3757854,201.6441392,15
N,5549,34,1,3,3,1,414.6128132,232.6504117,27
N,5551,24,1,3,3,1,340.1674992,204.6773334,15
N,5552,60,1,3,3,1,392.8078621,239.6844792,15
N,5555,23,0,0,0,0,355.3693412,226.637806,15
N,5556,80,0,0,3,1,329.6525959,1105.92317,15
N,5561,24,0,0,0,0,344.1694973,234.2179441,3
N,5562,26,1,3,3,1,394.1971287,247.8480396,15
N,5563,23,1,3,3,1,390.0385621,231.0388578,15
N,5565,24,1,3,3,1,314.799275,242.2026438,15
N,5571,23,0,0,0,0,355.3862456,212.4949841,3
N,5572,23,0,0,0,0,384.4479234,238.3992509,3
N,5576,23,1,3,3,1,354.2104794,212.6080938,15
N,5580,34,0,0,0,0,375.2765083,210.0088399,3
N,5582,28,1,3,3,1,328.7315482,209.3608209,27
N,5584,36,1,3,3,1,363.0059854,220.6357361,15
N,5589,25,1,3,3,1,333.9304336,224.6750464,15
N,5591,26,1,3,3,1,381.4527839,246.0729534,27
N,5594,32,0,0,3,1,305.8299017,261.9735683,51
N,5595,55,1,3,3,1,384.6623219,242.776291,39
N,5596,23,1,3,3,1,368.0245362,240.0582164,39
N,5597,65,1,3,3,1,364.8032602,229.537869,15
N,5600,42,0,0,0,0,380.1726212,239.3493218,3
N,5601,34,1,3,3,1,307.7996123,248.0024681,15
N,5608,30,1,3,3,1,309.0848611,224.0455823,15
N,5609,23,1,3,3,1,393.7860977,239.4831016,15
N,5612,43,0,0,0,0,365.5920513,229.9193508,3
N,5615,38,1,3,6,1,392.4730819,1315.489983,27
N,5621,70,0,0,6,1,362.889793,1442.120739,27
N,5625,23,1,3,3,1,328.0250038,209.1027864,15
N,5628,84,0,0,3,1,357.7429168,3396.703917,15
N,5632,41,1,3,3,1,355.9017965,257.888249,39
N,5636,37,1,3,3,1,472.998521,347.5654549,15
N,5638,28,0,0,0,0,308.3608689,232.2175896,3
N,5639,31,0,0,0,0,394.8968484,217.2053283,3
N,5641,35,1,3,3,1,367.0741609,257.2305307,27
N,5643,24,1,3,3,1,363.073553,241.8623029,15
N,5645,60,1,3,6,1,345.8550585,979.5341185,27
N,5648,28,1,3,3,1,391.9814397,236.8240725,15
N,5649,23,0,0,0,0,309.1409607,235.3517959,3
N,5650,23,1,3,3,1,367.431136,239.3348489,15
N,5651,23,1,3,3,1,327.8273299,238.7820837,15
N,5652,28,0,0,0,0,368.6985492,246.7152702,3
N,5655,28,1,3,9,1,305.2151273,707.5515618,39
N,5657,45,1,3,3,1,330.9689055,213.5907219,15
N,5658,31,1,3,3,1,316.5135377,203.86177,15
N,5659,27,1,3,3,1,399.6737095,217.0535881,15
N,5665,23,0,0,0,0,387.5365922,243.4830343,3
N,5666,48,0,0,0,0,347.6151059,211.4526885,3
N,5669,23,1,3,3,1,358.9423618,210.6090361,15
N,5670,91,0,0,0,0,330.9426755,228.0733837,3
N,5675,25,1,3,3,1,346.915931,227.1143568,15
N,5678,23,1,3,3,1,364.9224009,200.3347684,15
N,5683,24,1,3,3,1,384.3628897,221.8487935,15
N,5685,23,0,0,0,0,365.879628,245.2600375,3
N,5687,36,1,3,3,1,394.3915224,237.6667814,15
N,5689,23,1,3,3,1,376.553913,242.6157879,15
N,5693,23,1,3,3,1,344.9834821,244.4914841,15
N,5694,24,0,0,0,0,318.0115614,224.7265492,3
N,5695,37,0,0,0,0,349.4657596,246.3066343,3
N,5697,48,1,3,3,1,345.0005246,201.526161,27
N,5698,45,0,0,0,0,339.7032382,237.4476932,3
N,5701,48,1,3,3,1,395.1290168,222.8368875,15
N,5703,23,1,3,3,1,352.4969258,204.892101,15
N,5704,24,1,3,3,1,331.5177081,237.6244003,15
N,5705,23,0,0,0,0,372.3801469,225.6669038,3
N,5706,23,1,3,3,1,336.1148948,248.4147095,15
N,5708,28,1,3,3,1,395.9634635,248.1532414,15
N,5713,25,1,3,3,1,373.2142712,248.7039047,15
N,5716,42,1,3,6,1,315.9630697,3216.431561,27
N,5718,23,0,0,0,0,327.2245705,225.1308846,3
N,5719,23,0,0,0,0,325.9561177,214.2792992,3
N,5720,35,1,3,3,1,450.2616077,272.5081527,39
N,5721,37,0,0,0,0,330.525691,215.7730435,3
N,5723,28,1,3,3,1,366.3958377,246.5257204,15
N,5728,23,1,3,3,1,378.2602879,232.3486896,15
N,5729,23,1,3,3,1,354.4677476,246.6606127,15
N,5730,49,0,0,0,0,375.2729631,229.0794742,3
N,5731,23,1,3,3,1,306.4724492,246.3336246,15
N,5733,28,1,3,3,1,362.1130636,229.0543349,15
N,5735,24,0,0,0,0,336.4232922,241.8458901,3
N,5736,25,1,3,3,1,367.9951563,231.0536102,15
N,5739,32,1,3,3,1,399.7534123,202.0909189,27
N,5742,33,1,3,3,1,319.0596181,248.5375156,15
N,5743,24,1,3,3,1,338.7775382,226.5744724,15
N,5744,25,1,3,3,1,349.8109861,240.7170011,15
N,5745,34,1,3,3,1,374.6566097,215.8738988,15
N,5746,34,1,3,3,1,356.0854155,222.6780395,15
N,5748,36,0,0,3,1,317.75486,575.313952,15
N,5749,48,1,3,6,1,399.026431,787.4962842,27
N,5751,24,1,3,3,1,305.6138206,235.5431441,15
N,5752,23,1,3,3,1,385.8471855,207.4549998,15
N,5753,23,1,3,3,1,376.1261377,232.8086449,15
N,5762,47,1,3,6,1,373.4850342,3580.186951,27
N,5766,23,0,0,0,0,392.6376831,219.1496565,3
N,5771,69,1,3,6,1,346.6358432,1487.500679,27
N,5772,44,1,3,3,1,318.1248111,234.7594186,15
N,5773,25,1,3,3,1,366.2326222,232.3971944,15
N,5774,24,1,3,3,1,380.1542945,219.1067972,15
N,5775,32,1,3,3,1,338.3910103,217.2311047,27
N,5776,23,0,0,0,0,362.965225,219.6809772,3
N,5777,26,1,3,3,1,382.3661708,233.77085,15
N,5778,23,0,0,0,0,335.7112657,232.2623991,3
N,5779,59,0,0,0,0,319.9608689,237.9876749,3
N,5780,26,1,3,3,1,396.887911,212.7618172,15
N,5781,44,1,3,3,1,394.586117,217.5567186,15
N,5783,23,0,0,0,0,315.7413523,205.0784387,3
N,5786,29,1,3,3,1,387.3501441,219.4653976,15
N,5789,23,1,3,3,1,345.4755968,218.1957208,15
N,5794,37,0,0,3,1,373.3959772,495.0209296,15
N,5795,23,1,3,3,1,375.7094524,210.8161144,15
N,5796,44,1,3,3,1,413.5032038,248.5208499,27
N,5799,23,1,3,3,1,314.8520975,235.2801709,15
N,5800,41,0,0,3,1,345.8854289,894.6513725,15
N,5801,27,0,0,0,0,386.5629771,214.1504941,3
N,5808,23,1,3,3,1,340.4309457,224.6804065,15
N,5809,26,1,3,3,1,345.4690098,238.2070893,27
N,5811,23,1,3,3,1,383.4637602,225.0185952,15
N,5813,36,0,0,0,0,389.04919,212.3049603,3
N,5814,48,0,0,0,0,314.5284785,211.6284184,3
N,5821,29,1,3,3,1,350.1821756,229.2937069,39
N,5822,23,1,3,3,1,386.5724625,234.379794,15
N,5823,23,0,0,0,0,323.113763,214.7080746,3
N,5824,45,0,0,0,0,391.0216021,214.630318,3
N,5826,23,0,0,0,0,309.0039014,206.1355834,3
N,5830,25,0,0,0,0,370.2602254,243.2053105,3
N,5833,23,1,3,3,1,309.3865933,230.4281442,15
N,5835,23,1,3,3,1,380.3701922,238.5731993,39
N,5838,38,0,0,0,0,344.0754291,228.9141764,3
N,5840,28,0,0,0,0,351.9867358,230.7988287,3
N,5842,32,1,3,3,1,877.9848403,822.8345936,39
N,5843,61,1,3,3,1,398.5112604,280.2235487,51
N,5844,35,1,3,3,1,306.8430941,233.2100045,15
N,5845,23,1,3,3,1,355.287216,221.1812541,15
N,5846,23,0,0,0,0,397.5159563,243.82764,3
